_previousMonth,_previousYear,Date,Investment Value,Type of structure,_valueConnector,Dollars
2019-02-01,2018-03-01,2019-03-01,Seasonally adjusted - current,Total residential,155694049,155694049
2019-03-01,2018-04-01,2019-04-01,Seasonally adjusted - current,Total residential,167333334,167333334
2019-04-01,2018-05-01,2019-05-01,Seasonally adjusted - current,Total residential,145339906,145339906
2019-05-01,2018-06-01,2019-06-01,Seasonally adjusted - current,Total residential,125985655,125985655
2019-06-01,2018-07-01,2019-07-01,Seasonally adjusted - current,Total residential,138783683,138783683
2019-07-01,2018-08-01,2019-08-01,Seasonally adjusted - current,Total residential,162431692,162431692
2019-08-01,2018-09-01,2019-09-01,Seasonally adjusted - current,Total residential,144219051,144219051
2019-09-01,2018-10-01,2019-10-01,Seasonally adjusted - current,Total residential,133697219,133697219
2019-10-01,2018-11-01,2019-11-01,Seasonally adjusted - current,Total residential,132865579,132865579
2020-02-01,2019-03-01,2020-03-01,Seasonally adjusted - current,Total residential,151306183,151306183
2020-03-01,2019-04-01,2020-04-01,Seasonally adjusted - current,Total residential,122085604,122085604
2020-04-01,2019-05-01,2020-05-01,Seasonally adjusted - current,Total residential,122298751,122298751
2020-09-01,2019-10-01,2020-10-01,Seasonally adjusted - current,Total residential,133040328,133040328
2020-10-01,2019-11-01,2020-11-01,Seasonally adjusted - current,Total residential,160517949,160517949
2020-11-01,2019-12-01,2020-12-01,Seasonally adjusted - current,Total residential,207879987,207879987
2020-12-01,2020-01-01,2021-01-01,Seasonally adjusted - current,Total residential,213503505,213503505
2021-01-01,2020-02-01,2021-02-01,Seasonally adjusted - current,Total residential,179346009,179346009
2021-02-01,2020-03-01,2021-03-01,Seasonally adjusted - current,Total residential,144758566,144758566
2021-07-01,2020-08-01,2021-08-01,Seasonally adjusted - current,Total residential,135689995,135689995
2021-08-01,2020-09-01,2021-09-01,Seasonally adjusted - current,Total residential,152987020,152987020
2021-09-01,2020-10-01,2021-10-01,Seasonally adjusted - current,Total residential,166017041,166017041
2021-10-01,2020-11-01,2021-11-01,Seasonally adjusted - current,Total residential,172077090,172077090
2021-11-01,2020-12-01,2021-12-01,Seasonally adjusted - current,Total residential,206696007,206696007
2021-12-01,2021-01-01,2022-01-01,Seasonally adjusted - current,Total residential,239319314,239319314
2022-01-01,2021-02-01,2022-02-01,Seasonally adjusted - current,Total residential,234060627,234060627
2010-08-01,2009-09-01,2010-09-01,Unadjusted - constant,Total residential,91496143,91496143
2010-09-01,2009-10-01,2010-10-01,Unadjusted - constant,Total residential,89395612,89395612
2010-10-01,2009-11-01,2010-11-01,Unadjusted - constant,Total residential,98551947,98551947
2010-11-01,2009-12-01,2010-12-01,Unadjusted - constant,Total residential,91864411,91864411
2010-12-01,2010-01-01,2011-01-01,Unadjusted - constant,Total residential,79885384,79885384
2011-01-01,2010-02-01,2011-02-01,Unadjusted - constant,Total residential,61064943,61064943
2011-02-01,2010-03-01,2011-03-01,Unadjusted - constant,Total residential,59028346,59028346
2011-03-01,2010-04-01,2011-04-01,Unadjusted - constant,Total residential,80317969,80317969
2011-04-01,2010-05-01,2011-05-01,Unadjusted - constant,Total residential,109074389,109074389
2011-05-01,2010-06-01,2011-06-01,Unadjusted - constant,Total residential,113737272,113737272
2011-06-01,2010-07-01,2011-07-01,Unadjusted - constant,Total residential,111135950,111135950
2011-07-01,2010-08-01,2011-08-01,Unadjusted - constant,Total residential,102546106,102546106
2011-08-01,2010-09-01,2011-09-01,Unadjusted - constant,Total residential,98501582,98501582
2011-09-01,2010-10-01,2011-10-01,Unadjusted - constant,Total residential,107864913,107864913
2011-10-01,2010-11-01,2011-11-01,Unadjusted - constant,Total residential,106701780,106701780
2012-12-01,2012-01-01,2013-01-01,Unadjusted - constant,Total residential,81712792,81712792
2013-01-01,2012-02-01,2013-02-01,Unadjusted - constant,Total residential,70280853,70280853
2013-02-01,2012-03-01,2013-03-01,Unadjusted - constant,Total residential,87590849,87590849
2013-06-01,2012-07-01,2013-07-01,Unadjusted - constant,Total residential,115286057,115286057
2013-07-01,2012-08-01,2013-08-01,Unadjusted - constant,Total residential,99467137,99467137
2013-08-01,2012-09-01,2013-09-01,Unadjusted - constant,Total residential,100370695,100370695
2013-09-01,2012-10-01,2013-10-01,Unadjusted - constant,Total residential,84301236,84301236
2013-10-01,2012-11-01,2013-11-01,Unadjusted - constant,Total residential,77173089,77173089
2013-11-01,2012-12-01,2013-12-01,Unadjusted - constant,Total residential,59625388,59625388
2014-04-01,2013-05-01,2014-05-01,Unadjusted - constant,Total residential,78533756,78533756
2014-05-01,2013-06-01,2014-06-01,Unadjusted - constant,Total residential,85201269,85201269
2014-06-01,2013-07-01,2014-07-01,Unadjusted - constant,Total residential,108811463,108811463
2014-07-01,2013-08-01,2014-08-01,Unadjusted - constant,Total residential,120918637,120918637
2014-08-01,2013-09-01,2014-09-01,Unadjusted - constant,Total residential,125629622,125629622
2014-09-01,2013-10-01,2014-10-01,Unadjusted - constant,Total residential,117577914,117577914
2015-04-01,2014-05-01,2015-05-01,Unadjusted - constant,Total residential,67890907,67890907
2015-05-01,2014-06-01,2015-06-01,Unadjusted - constant,Total residential,93542393,93542393
2015-06-01,2014-07-01,2015-07-01,Unadjusted - constant,Total residential,135816174,135816174
2015-07-01,2014-08-01,2015-08-01,Unadjusted - constant,Total residential,157010931,157010931
2016-02-01,2015-03-01,2016-03-01,Unadjusted - constant,Total residential,46480510,46480510
2016-03-01,2015-04-01,2016-04-01,Unadjusted - constant,Total residential,60429598,60429598
2016-04-01,2015-05-01,2016-05-01,Unadjusted - constant,Total residential,64623216,64623216
2016-05-01,2015-06-01,2016-06-01,Unadjusted - constant,Total residential,91856423,91856423
2016-06-01,2015-07-01,2016-07-01,Unadjusted - constant,Total residential,131998665,131998665
2016-07-01,2015-08-01,2016-08-01,Unadjusted - constant,Total residential,123217076,123217076
2016-08-01,2015-09-01,2016-09-01,Unadjusted - constant,Total residential,119875710,119875710
2016-09-01,2015-10-01,2016-10-01,Unadjusted - constant,Total residential,101097781,101097781
2016-10-01,2015-11-01,2016-11-01,Unadjusted - constant,Total residential,103325224,103325224
2016-11-01,2015-12-01,2016-12-01,Unadjusted - constant,Total residential,99322672,99322672
2016-12-01,2016-01-01,2017-01-01,Unadjusted - constant,Total residential,92433485,92433485
2017-01-01,2016-02-01,2017-02-01,Unadjusted - constant,Total residential,87711208,87711208
2017-02-01,2016-03-01,2017-03-01,Unadjusted - constant,Total residential,93552474,93552474
2017-03-01,2016-04-01,2017-04-01,Unadjusted - constant,Total residential,91189880,91189880
2017-04-01,2016-05-01,2017-05-01,Unadjusted - constant,Total residential,112310749,112310749
2017-05-01,2016-06-01,2017-06-01,Unadjusted - constant,Total residential,125826923,125826923
2017-06-01,2016-07-01,2017-07-01,Unadjusted - constant,Total residential,128730856,128730856
2017-07-01,2016-08-01,2017-08-01,Unadjusted - constant,Total residential,105307715,105307715
2017-08-01,2016-09-01,2017-09-01,Unadjusted - constant,Total residential,97331643,97331643
2018-01-01,2017-02-01,2018-02-01,Unadjusted - constant,Total residential,87369319,87369319
2018-02-01,2017-03-01,2018-03-01,Unadjusted - constant,Total residential,65859940,65859940
2018-03-01,2017-04-01,2018-04-01,Unadjusted - constant,Total residential,71710723,71710723
2019-01-01,2018-02-01,2019-02-01,Unadjusted - constant,Total residential,100670582,100670582
2019-02-01,2018-03-01,2019-03-01,Unadjusted - constant,Total residential,100865907,100865907
2019-03-01,2018-04-01,2019-04-01,Unadjusted - constant,Total residential,101845832,101845832
2019-04-01,2018-05-01,2019-05-01,Unadjusted - constant,Total residential,114922208,114922208
2019-05-01,2018-06-01,2019-06-01,Unadjusted - constant,Total residential,118341271,118341271
2019-06-01,2018-07-01,2019-07-01,Unadjusted - constant,Total residential,145959959,145959959
2019-07-01,2018-08-01,2019-08-01,Unadjusted - constant,Total residential,166236068,166236068
2019-08-01,2018-09-01,2019-09-01,Unadjusted - constant,Total residential,146588656,146588656
2019-09-01,2018-10-01,2019-10-01,Unadjusted - constant,Total residential,128008880,128008880
2019-10-01,2018-11-01,2019-11-01,Unadjusted - constant,Total residential,124745877,124745877
2020-02-01,2019-03-01,2020-03-01,Unadjusted - constant,Total residential,92449387,92449387
2020-03-01,2019-04-01,2020-04-01,Unadjusted - constant,Total residential,70492226,70492226
2020-04-01,2019-05-01,2020-05-01,Unadjusted - constant,Total residential,94157905,94157905
2020-09-01,2019-10-01,2020-10-01,Unadjusted - constant,Total residential,118642957,118642957
2020-10-01,2019-11-01,2020-11-01,Unadjusted - constant,Total residential,140972700,140972700
2020-11-01,2019-12-01,2020-12-01,Unadjusted - constant,Total residential,171140364,171140364
2020-12-01,2020-01-01,2021-01-01,Unadjusted - constant,Total residential,166158638,166158638
2021-01-01,2020-02-01,2021-02-01,Unadjusted - constant,Total residential,126442293,126442293
2021-02-01,2020-03-01,2021-03-01,Unadjusted - constant,Total residential,83939199,83939199
2021-03-01,2020-04-01,2021-04-01,Unadjusted - constant,Total residential,65923377,65923377
2021-04-01,2020-05-01,2021-05-01,Unadjusted - constant,Total residential,63323882,63323882
2021-05-01,2020-06-01,2021-06-01,Unadjusted - constant,Total residential,71529649,71529649
2021-07-01,2020-08-01,2021-08-01,Unadjusted - constant,Total residential,109475812,109475812
2021-08-01,2020-09-01,2021-09-01,Unadjusted - constant,Total residential,117719524,117719524
2021-09-01,2020-10-01,2021-10-01,Unadjusted - constant,Total residential,116529067,116529067
2021-10-01,2020-11-01,2021-11-01,Unadjusted - constant,Total residential,125611849,125611849
2021-11-01,2020-12-01,2021-12-01,Unadjusted - constant,Total residential,158526436,158526436
2021-12-01,2021-01-01,2022-01-01,Unadjusted - constant,Total residential,189586416,189586416
2022-01-01,2021-02-01,2022-02-01,Unadjusted - constant,Total residential,167169684,167169684
2010-08-01,2009-09-01,2010-09-01,Unadjusted - current,Total residential,87343292,87343292
2010-09-01,2009-10-01,2010-10-01,Unadjusted - current,Total residential,85457822,85457822
2010-10-01,2009-11-01,2010-11-01,Unadjusted - current,Total residential,94815892,94815892
2010-11-01,2009-12-01,2010-12-01,Unadjusted - current,Total residential,88514671,88514671
2010-12-01,2010-01-01,2011-01-01,Unadjusted - current,Total residential,77341509,77341509
2011-01-01,2010-02-01,2011-02-01,Unadjusted - current,Total residential,59118236,59118236
2011-02-01,2010-03-01,2011-03-01,Unadjusted - current,Total residential,57142864,57142864
2011-03-01,2010-04-01,2011-04-01,Unadjusted - current,Total residential,78104965,78104965
2011-04-01,2010-05-01,2011-05-01,Unadjusted - current,Total residential,106057852,106057852
2011-05-01,2010-06-01,2011-06-01,Unadjusted - current,Total residential,110536422,110536422
2011-06-01,2010-07-01,2011-07-01,Unadjusted - current,Total residential,108257288,108257288
2011-07-01,2010-08-01,2011-08-01,Unadjusted - current,Total residential,99890755,99890755
2011-08-01,2010-09-01,2011-09-01,Unadjusted - current,Total residential,96524459,96524459
2011-09-01,2010-10-01,2011-10-01,Unadjusted - current,Total residential,105871987,105871987
2011-10-01,2010-11-01,2011-11-01,Unadjusted - current,Total residential,104722019,104722019
2012-12-01,2012-01-01,2013-01-01,Unadjusted - current,Total residential,82577124,82577124
2013-01-01,2012-02-01,2013-02-01,Unadjusted - current,Total residential,71281601,71281601
2013-02-01,2012-03-01,2013-03-01,Unadjusted - current,Total residential,89061470,89061470
2013-06-01,2012-07-01,2013-07-01,Unadjusted - current,Total residential,118037602,118037602
2013-07-01,2012-08-01,2013-08-01,Unadjusted - current,Total residential,101843422,101843422
2013-08-01,2012-09-01,2013-09-01,Unadjusted - current,Total residential,103059018,103059018
2013-09-01,2012-10-01,2013-10-01,Unadjusted - current,Total residential,86665730,86665730
2013-10-01,2012-11-01,2013-11-01,Unadjusted - current,Total residential,79309643,79309643
2013-11-01,2012-12-01,2013-12-01,Unadjusted - current,Total residential,61146936,61146936
2014-04-01,2013-05-01,2014-05-01,Unadjusted - current,Total residential,80927279,80927279
2014-05-01,2013-06-01,2014-06-01,Unadjusted - current,Total residential,87774580,87774580
2014-06-01,2013-07-01,2014-07-01,Unadjusted - current,Total residential,112113857,112113857
2014-07-01,2013-08-01,2014-08-01,Unadjusted - current,Total residential,124593403,124593403
2014-08-01,2013-09-01,2014-09-01,Unadjusted - current,Total residential,129746316,129746316
2014-09-01,2013-10-01,2014-10-01,Unadjusted - current,Total residential,121500622,121500622
2015-04-01,2014-05-01,2015-05-01,Unadjusted - current,Total residential,70649166,70649166
2015-05-01,2014-06-01,2015-06-01,Unadjusted - current,Total residential,97528028,97528028
2015-06-01,2014-07-01,2015-07-01,Unadjusted - current,Total residential,141559205,141559205
2015-07-01,2014-08-01,2015-08-01,Unadjusted - current,Total residential,163677397,163677397
2016-02-01,2015-03-01,2016-03-01,Unadjusted - current,Total residential,48371682,48371682
2016-03-01,2015-04-01,2016-04-01,Unadjusted - current,Total residential,62988975,62988975
2016-04-01,2015-05-01,2016-05-01,Unadjusted - current,Total residential,67420660,67420660
2016-05-01,2015-06-01,2016-06-01,Unadjusted - current,Total residential,95891781,95891781
2016-06-01,2015-07-01,2016-07-01,Unadjusted - current,Total residential,138126468,138126468
2016-07-01,2015-08-01,2016-08-01,Unadjusted - current,Total residential,128920377,128920377
2016-08-01,2015-09-01,2016-09-01,Unadjusted - current,Total residential,125221260,125221260
