Year,All-items,Owned accommodation,Rented accommodation,"Water, fuel and electricity"
2021-03-01,0.026315789,0.026952315,0.041368337,0.061342593
2021-04-01,0.040590406,0.028985507,0.048839071,0.118038741
2021-05-01,0.045790251,0.035196687,0.034705408,0.168567807
2021-06-01,0.036630037,0.041982106,0.011933174,0.154328733
2021-07-01,0.044688645,0.038487973,0.061889251,0.131047152
2021-08-01,0.048422597,0.035003432,0.074651354,0.123030303
2021-09-01,0.048387097,0.026639344,0.066935484,0.125302663
2021-10-01,0.049,0.025,0.061,0.14
2021-11-01,0.048,0.021,0.069,0.147
2021-12-01,0.044,0.023,0.061,0.125
2022-01-01,0.047,0.026,0.078,0.116
2022-02-01,0.054,0.026,0.032,0.148
2022-03-01,0.066,0.014,0.036,0.25
